;;ÖÐR.;PUAN;GENEL;OK.BÝR.;ÞEHÝT VE;34 YAÞ;DEPREM-;;2024-YKS;2024-YKS;;AKREDÝ-
PROGRAM;PROGRAM ADI (2);SÜRE ;TÜRÜ;KONT. ;KONT. ;GAZÝ YAK.;ÜSTÜ KADIN;ZEDE ADAY;ÖZEL KOÞUL VE ;BAÞARI;EN KÜÇÜK;TYÇ;TASYON
KODU (1);;(3);(4);(5);(6);KONT. (7);KONT. (8);KONT. (9);AÇIKLAMALAR (10);SIRASI (11);PUAN (12);(13);(14)
;ADANA ALPARSLAN TÜRKEÞ BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ (Devlet Üniversitesi);;;;;;;;;;;;YÖKAK
108150992;  Raylý Sistemler Makine Teknolojisi;2;TYT;45;2;;2;;6;1334285;269.02539;;
108150629;  Süt ve Ürünleri Teknolojisi;2;TYT;20;1;;1;;;1928196;234.54066;;
108190133;  Tapu ve Kadastro;2;TYT;40;1;;1;;;1111172;283.47453;;
;Niðde Sosyal Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
108190123;  Aþçýlýk;2;TYT;50;2;;2;;;1042386;288.21486;*;TUADER
108150577;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;1;;;1330072;269.28870;;
108150771;  Büro Yönetimi ve Yönetici Asistanlýðý;2;TYT;35;1;;1;;;1377197;266.35889;;
108150708;  Ýþletme Yönetimi;2;TYT;30;1;;1;;;1662441;249.43849;;
108190261;  Mahkeme Büro Hizmetleri;2;TYT;30;1;;1;;;933564;296.12658;;
108150647;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1437451;262.67002;;
108151036;  Özel Güvenlik ve Koruma;2;TYT;50;2;;2;;2;1224854;275.96053;;
108151045;  Pazarlama;2;TYT;20;1;;1;;;1676692;248.61772;;
108151054;  Sivil Hava Ulaþtýrma Ýþletmeciliði;2;TYT;30;1;;1;;10;1133618;281.96546;;
108151018;  Sosyal Güvenlik;2;TYT;70;2;;2;;;1145876;281.13789;;
108150277;  Turizm ve Otel Ýþletmeciliði;2;TYT;25;1;;1;;;1488387;259.61485;;
108150286;  Yerel Yönetimler;2;TYT;60;2;;2;;;1813636;240.88101;;
;Niðde Teknik Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
108151072;  Doðalgaz ve Tesisatý Teknolojisi;2;TYT;30;1;;1;;;1869008;237.80771;;
108190450;  Ýnsansýz Araç Teknikerliði;2;TYT;30;1;;1;;320;...;----;;
108150744;  Ýnþaat Teknolojisi;2;TYT;35;1;;1;;;1704664;247.02316;;
108150965;  Ýþ Saðlýðý ve Güvenliði;2;TYT;30;1;;1;;;1254479;274.03971;;
108150956;  Mekatronik;2;TYT;45;2;;2;;;1372705;266.63189;;
108150665;  Otomotiv Teknolojisi;2;TYT;30;1;;1;;;1371849;266.68235;;
108150753;  Radyo ve Televizyon Teknolojisi;2;TYT;35;1;;1;;;1920198;234.97335;;
108190457;  Robotik ve Yapay Zeka;2;TYT;30;1;;1;;320;...;----;;
108150798;  Yapý Denetimi;2;TYT;50;2;;2;;;1809823;241.09220;;
108190464;  Yeþil ve Ekolojik Bina Teknikerliði;2;TYT;30;1;;1;;;...;----;;
;Niðde Zübeyde Haným Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
108150823;  Çocuk Geliþimi;2;TYT;35;1;;1;;;932383;296.21532;;
108190130;  Fizyoterapi;2;TYT;50;2;;2;;;620396;323.46034;;
108151081;  Ýlk ve Acil Yardým;2;TYT;40;1;;1;;;432061;346.92191;;
108190247;  Ýþ ve Uðraþý Terapisi;2;TYT;30;1;;1;;;961557;294.04182;;
108190124;  Optisyenlik;2;TYT;40;1;;1;;;746836;311.31370;;
108150302;  Týbbi Dokümantasyon ve Sekreterlik;2;TYT;30;1;;1;;;549913;331.25105;;
108190415;  Týbbi Veri Ýþleme Teknikerliði;2;TYT;30;1;;1;;;...;----;;
108151009;  Yaþlý Bakýmý;2;TYT;50;2;;2;;;1016518;290.04480;;
;Ulukýþla Meslek Yüksekokulu;;;;;;;;;;;;
108151027;  Avcýlýk ve Yaban Hayatý;2;TYT;45;2;;2;;;1138078;281.66837;;
108150656;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1827444;240.11583;;
108190135;  Raylý Sistemler Ýþletmeciliði;2;TYT;30;1;;1;;6;1449116;261.96900;;
;ONDOKUZ MAYIS ÜNÝVERSÝTESÝ (SAMSUN) (Devlet Üniversitesi);;;;;;;;;;;;YÖKAK
;Alaçam Meslek Yüksekokulu;;;;;;;;;;;;
108251344;  Çaðrý Merkezi Hizmetleri;2;TYT;50;2;;2;;;1671929;248.89525;;
108251168;  Deniz ve Liman Ýþletmeciliði;2;TYT;30;1;;1;;;1225606;275.91247;;
108250991;  Lojistik;2;TYT;70;2;;2;;;1609994;252.47265;;
108251008;  Posta Hizmetleri;2;TYT;60;2;;2;;;1861944;238.19475;;
;Bafra Meslek Yüksekokulu;;;;;;;;;;;;
108250452;  Bilgisayar Programcýlýðý;2;TYT;60;2;;2;;;750500;310.98265;;
108251317;  Bitki Koruma;2;TYT;30;1;;1;;;1451182;261.84322;;
108290233;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1471038;260.64560;;
108250894;  Organik Tarým;2;TYT;40;1;;1;;;1911753;235.44214;;
108290279;  Özel Güvenlik ve Koruma;2;TYT;50;2;;2;;2;1183084;278.66959;;
108250901;  Týbbi ve Aromatik Bitkiler;2;TYT;30;1;;1;;;1848851;238.92043;;
;Bafra Turizm Meslek Yüksekokulu;;;;;;;;;;;;
108290161;  Turizm ve Seyahat Hizmetleri;2;TYT;25;1;;1;;;1627078;251.47374;;
;Biliþim Teknolojileri Meslek Yüksekokulu;;;;;;;;;;;;
108290467;  Arka-Yüz Yazýlým Geliþtirme;2;TYT;30;1;;1;;320;597888;325.83376;;
108290474;  Ýnsansýz Araç Teknikerliði;2;TYT;30;1;;1;;320;528964;333.73286;;
108290481;  Oyun Geliþtirme ve Programlama;2;TYT;30;1;;1;;320;621390;323.34807;;
108290488;  Ön-Yüz Yazýlým Geliþtirme;2;TYT;30;1;;1;;320;627381;322.71925;;
;Çarþamba Ticaret Borsasý Meslek Yüksekokulu;;;;;;;;;;;;
108250982;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;1;;;1175846;279.13352;;
108250716;  Bilgisayar Programcýlýðý;2;TYT;80;2;;2;;;854627;302.20696;;
108290275;  Biliþim Güvenliði Teknolojisi;2;TYT;50;2;;2;;;983469;292.41422;;
108251186;  Çaðrý Merkezi Hizmetleri;2;TYT;60;2;;2;;;1671189;248.93718;;
108250743;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1571683;254.71015;;
108251265;  Sosyal Güvenlik;2;TYT;60;2;;2;;;1246341;274.56535;;
;Havza Meslek Yüksekokulu;;;;;;;;;;;;
108250937;  Büro Yönetimi ve Yönetici Asistanlýðý;2;TYT;35;1;;1;;;1261348;273.60498;;
108290277;  Emlak Yönetimi;2;TYT;40;1;;1;;;1819409;240.55905;;
108250928;  Fizyoterapi;2;TYT;50;2;;2;;;650731;320.37353;;
108251432;  Ýþ Saðlýðý ve Güvenliði;2;TYT;30;1;;1;;;1265932;273.30466;;
108250788;  Ýþletme Yönetimi;2;TYT;30;1;;1;;;1654603;249.88808;;
108290439;  Sivil Savunma ve Ýtfaiyecilik;2;TYT;40;1;;;;9;862298;301.58996;;
108250497;  Turizm ve Otel Ýþletmeciliði;2;TYT;25;1;;1;;;1591315;253.56082;;
;Ladik Meslek Yüksekokulu;;;;;;;;;;;;
108290397;  Arýcýlýk;2;TYT;40;1;;1;;;1907902;235.65304;;
108290453;  Halýcýlýk ve Kilimcilik;2;TYT;40;1;;1;;;1792733;242.04545;;
108290495;  Kenevir Dokumacýlýðý;2;TYT;40;1;;1;;;1986349;231.38069;;
108290411;  Kümes Hayvanlarý Yetiþtiriciliði;2;TYT;40;1;;1;;;1913852;235.32846;;
108290460;  Süt ve Besi Hayvancýlýðý;2;TYT;40;1;;1;;;1963505;232.61205;;
108290418;  Týbbi ve Aromatik Bitkiler;2;TYT;40;1;;1;;;1976773;231.89843;;
;Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
108251141;  Aðýz ve Diþ Saðlýðý;2;TYT;50;2;;2;;;431800;346.96421;;
108250364;  Anestezi;2;TYT;45;2;;2;;;298648;371.13956;;
108290565;  Anestezi (KKTC Uyruklu);2;TYT;1;;;;;5;...;----;;
108290286;  Diþ Protez Teknolojisi;2;TYT;30;1;;1;;;398201;352.24895;;
108251026;  Diyaliz;2;TYT;70;2;;2;;;563739;329.64050;;
108290432;  Eczane Hizmetleri;2;TYT;30;1;;1;;;514496;335.56153;;
108250946;  Ýlk ve Acil Yardým;2;TYT;35;1;;1;;;351338;360.48587;;
108251353;  Odyometri;2;TYT;30;1;;1;;;574943;328.35150;;
108251211;  Optisyenlik;2;TYT;40;1;;1;;;569683;328.95568;;
108251035;  Patoloji Laboratuvar Teknikleri;2;TYT;50;2;;2;;;584213;327.32314;;
108250407;  Týbbi Dokümantasyon ve Sekreterlik;2;TYT;30;1;;1;;;443722;345.19640;;
108290341;  Týbbi Dokümantasyon ve Sekreterlik (KKTC Uyruklu);2;TYT;1;;;;;5;...;----;;
108250858;  Týbbi Görüntüleme Teknikleri;2;TYT;40;1;;1;;;365081;357.95205;;
108250831;  Týbbi Laboratuvar Teknikleri;2;TYT;50;2;;2;;;446462;344.79763;;
108251044;  Yaþlý Bakýmý;2;TYT;70;2;;2;;;784031;308.07202;;
;Samsun Meslek Yüksekokulu;;;;;;;;;;;;
108290276;  Basým ve Yayým Teknolojileri;2;TYT;55;2;;2;;;1273203;272.84278;;
108250346;  Bilgisayar Programcýlýðý;2;TYT;80;2;;2;;;460128;342.82540;;
108251247;  Bilgisayar Programcýlýðý (Uzaktan Öðretim);2;TYT;150;4;;4;;7, 8;1312019;270.40291;;
108251053;  Çocuk Geliþimi;2;TYT;35;1;;1;;;708961;314.77518;;
108251123;  Grafik Tasarýmý;2;TYT;50;2;;2;;;750808;310.95566;;
108251256;  Halkla Ýliþkiler ve Tanýtým;2;TYT;40;1;;1;;;1059838;286.98895;;
108251229;  Medya ve Ýletiþim (Uzaktan Öðretim);2;TYT;100;3;;3;;7;1710896;246.67169;;
108250258;  Mimari Dekoratif Sanatlar;2;TYT;60;2;;2;;;1086417;285.15238;;
108250734;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;988614;292.04499;;
108290274;  Peyzaj ve Süs Bitkileri Yetiþtiriciliði;2;TYT;40;1;;1;;;1357223;267.60737;;
108250276;  Seracýlýk;2;TYT;40;1;;1;;;1547985;256.09252;;
108290502;  Seracýlýk (KKTC Uyruklu);2;TYT;1;;;;;5;;;;
108250867;  Tarým Makineleri;2;TYT;30;1;;1;;;1359167;267.49048;;
108250301;  Turizm ve Otel Ýþletmeciliði;2;TYT;25;1;;1;;;1011979;290.37491;;
;Terme Meslek Yüksekokulu;;;;;;;;;;;;
108251441;  Dýþ Ticaret;2;TYT;40;1;;1;;;1464171;261.06166;;
108251326;  Gýda Kalite Kontrolü ve Analizi;2;TYT;40;1;;1;;;1674966;248.71796;;
108250522;  Gýda Teknolojisi;2;TYT;35;1;;1;;;1570900;254.75559;;
108290234;  Lojistik;2;TYT;40;1;;1;;;1340154;268.66463;;
108250752;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1681481;248.34309;;
108250691;  Pazarlama;2;TYT;30;1;;1;;;1748021;244.56388;;
;Vezirköprü Meslek Yüksekokulu;;;;;;;;;;;;
108250849;  Bilgisayar Programcýlýðý;2;TYT;60;2;;2;;;1005483;290.83682;;
108250707;  Çocuk Geliþimi;2;TYT;30;1;;1;;;1105564;283.86432;;
108290280;  Ýç Mekan Tasarýmý;2;TYT;30;1;;1;;;1257494;273.84845;;
108251371;  Ýnternet ve Að Teknolojileri (Uzaktan Öðretim);2;TYT;50;2;;2;;7, 8;1534140;256.90583;;
108250761;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1695759;247.53671;;
108251202;  Ormancýlýk ve Orman Ürünleri;2;TYT;30;1;;1;;;859115;301.84080;;
;Yeþilyurt Demir Çelik Meslek Yüksekokulu;;;;;;;;;;;;
108251362;  Biyomedikal Cihaz Teknolojisi;2;TYT;30;1;;1;;321;910745;297.83998;;
108250973;  Elektrik;2;TYT;50;2;;2;;321;856282;302.07434;;
108250797;  Elektronik Teknolojisi;2;TYT;40;1;;1;;321;1035482;288.69318;;
108251159;  Endüstriyel Kalýpçýlýk;2;TYT;40;1;;1;;321;1436229;262.74092;;
108251308;  Gýda Teknolojisi;2;TYT;35;1;;1;;321;1324833;269.61287;;
108290572;  Hibrid ve Elektrikli Taþýtlar Teknolojisi;2;TYT;30;1;;1;;321;...;----;;
108250955;  Kimya Teknolojisi;2;TYT;20;1;;1;;321;1214259;276.65054;;
108290579;  Robotik ve Yapay Zeka;2;TYT;40;1;;1;;320, 321;...;----;;
108290281;  Silah Sanayi Teknikerliði;2;TYT;50;2;;2;;321;680907;317.41132;;
;ORDU ÜNÝVERSÝTESÝ (Devlet Üniversitesi);;;;;;;;;;;;
;Akkuþ Meslek Yüksekokulu;;;;;;;;;;;;
108390238;  Çevre Saðlýðý ve Çevresel Risk Yönetimi Teknikerliði;2;TYT;30;1;;1;;;...;----;;
;Aybastý Meslek Yüksekokulu;;;;;;;;;;;;
108390182;  Aþçýlýk;2;TYT;30;1;;1;;;1263951;273.43789;;
;Fatsa Meslek Yüksekokulu;;;;;;;;;;;;
108350539;  Çocuk Geliþimi;2;TYT;30;1;;1;;;1032217;288.92526;;
108350478;  Deniz Ulaþtýrma ve Ýþletme;2;TYT;30;1;;1;;11;805532;306.24827;;
108350548;  Gemi Ýnþaatý;2;TYT;50;2;;2;;;1055389;287.30150;;
108390131;  Gemi Makineleri Ýþletmeciliði;2;TYT;30;1;;1;;11;918712;297.24298;;
108350663;  Giyim Üretim Teknolojisi;2;TYT;30;1;;1;;;1980853;231.68149;;
108350575;  Moda Tasarýmý;2;TYT;40;1;;1;;;1607864;252.59726;;
108350248;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1660395;249.55826;;
;Gölköy Meslek Yüksekokulu;;;;;;;;;;;;
108390189;  Elektrik Enerjisi Üretim, Ýletim ve Daðýtýmý;2;TYT;30;1;;1;;;1586339;253.85301;;
;Ýkizce Meslek Yüksekokulu;;;;;;;;;;;;
108350521;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;1;;;1762946;243.72337;;
108350584;  Engelli Bakýmý ve Rehabilitasyon;2;TYT;50;2;;2;;;1384128;265.94096;;
108350557;  Yaþlý Bakýmý;2;TYT;50;2;;2;;;1116857;283.08898;;
;Mesudiye Meslek Yüksekokulu;;;;;;;;;;;;
108350345;  Bilgisayar Programcýlýðý;2;TYT;60;2;;2;;;1280722;272.36575;;
;Sosyal Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
108350566;  Aþçýlýk;2;TYT;60;2;;2;;;951016;294.81795;;
108350221;  Halkla Ýliþkiler ve Tanýtým;2;TYT;60;2;;2;;;1626501;251.50666;;
108350442;  Ýþletme Yönetimi;2;TYT;30;1;;1;;;1598169;253.15590;;
108350239;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1460468;261.28211;;
108350133;  Turizm ve Otel Ýþletmeciliði;2;TYT;25;1;;1;;;1497522;259.06773;;
108350451;  Yerel Yönetimler;2;TYT;60;2;;2;;;1720258;246.14437;;
;Teknik Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
108350336;  Bilgisayar Programcýlýðý;2;TYT;60;2;;2;;;722301;313.54518;;
108390130;  Doðalgaz ve Tesisatý Teknolojisi;2;TYT;30;1;;1;;;1668718;249.07722;;
108350027;  Elektrik;2;TYT;30;1;;1;;;1014412;290.19975;;
108350284;  Elektronik Haberleþme Teknolojisi;2;TYT;30;1;;1;;;1461133;261.24135;;
108350293;  Elektronik Teknolojisi;2;TYT;30;1;;1;;;1243848;274.72583;;
108350424;  Geleneksel El Sanatlarý;2;TYT;30;1;;1;;;1730796;245.53618;;
108350363;  Ýnþaat Teknolojisi;2;TYT;40;1;;1;;;1540991;256.50580;;
108350099;  Makine;2;TYT;40;1;;1;;;1146618;281.08831;;
108350636;  Mekatronik;2;TYT;30;1;;1;;;982119;292.51422;;
108350645;  Mimari Dekoratif Sanatlar;2;TYT;50;2;;2;;;1735464;245.27551;;
108350275;  Otomotiv Teknolojisi;2;TYT;30;1;;1;;;1130835;282.14934;;
108350681;  Týbbi ve Aromatik Bitkiler;2;TYT;30;1;;1;;;1804664;241.37966;;
;Ulubey Meslek Yüksekokulu;;;;;;;;;;;;
108350593;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;1;;;1590666;253.59766;;
108350469;  Gýda Teknolojisi;2;TYT;35;1;;1;;;1725889;245.82492;;
108350503;  Laborant ve Veteriner Saðlýk;2;TYT;55;2;;2;;;1062776;286.78402;;
108350672;  Laboratuvar Teknolojisi;2;TYT;30;1;;1;;;1016075;290.07902;;
108390132;  Medya ve Ýletiþim;2;TYT;35;1;;1;;;1828618;240.04617;;
108350487;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1850517;238.82624;;
;Ünye Meslek Yüksekokulu;;;;;;;;;;;;
108350354;  Bilgisayar Programcýlýðý;2;TYT;60;2;;2;;;961958;294.01373;;
108350433;  Elektronik Teknolojisi;2;TYT;30;1;;1;;;1431885;262.99982;;
108350415;  Ýnsan Kaynaklarý Yönetimi;2;TYT;45;2;;2;;;1678525;248.51677;;
108350618;  Lojistik;2;TYT;60;2;;2;;;1576327;254.44325;;
108350654;  Mimari Restorasyon;2;TYT;30;1;;1;;;1647195;250.30990;;
108350266;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1661677;249.48353;;
;OSMANÝYE KORKUT ATA ÜNÝVERSÝTESÝ (Devlet Üniversitesi);;;;;;;;;;;;
;Bahçe Meslek Yüksekokulu;;;;;;;;;;;;
108570495;  Bankacýlýk ve Sigortacýlýk;2;TYT;30;1;;1;3;;1608882;252.53466;;
108550449;  Dýþ Ticaret;2;TYT;40;1;;1;4;;1882082;237.07803;;
108550158;  Gýda Teknolojisi;2;TYT;35;1;;1;4;;1821501;240.44170;;
108550282;  Kimya Teknolojisi;2;TYT;20;1;;1;2;;1777538;242.90538;;
108570515;  Laboratuvar Teknolojisi;2;TYT;30;1;;1;3;;1082216;285.43715;;
108570496;  Lojistik;2;TYT;40;1;;1;4;;1805348;241.34170;;
;Düziçi Meslek Yüksekokulu;;;;;;;;;;;;
108570503;  Biliþim Güvenliði Teknolojisi;2;TYT;50;2;;2;5;;1698901;247.35563;;
108550413;  Özel Güvenlik ve Koruma;2;TYT;40;1;;1;4;2;1492253;259.38055;;
108570498;  Raylý Sistemler Ýþletmeciliði;2;TYT;30;1;;1;3;6;1542194;256.43466;;
108570519;  Raylý Sistemler Makine Teknolojisi;2;TYT;40;1;;1;4;6;1431793;263.00426;;
108570499;  Sosyal Güvenlik;2;TYT;40;1;;1;4;;1526658;257.34716;;
;Kadirli Meslek Yüksekokulu;;;;;;;;;;;;
108570599;  Aþçýlýk;2;TYT;30;1;;1;3;;1200372;277.54789;;
108570725;  Elektrik Makineleri Bakým ve Onarýmý;2;TYT;35;1;;1;4;;...;----;;
108550334;  Elektronik Teknolojisi;2;TYT;35;1;;1;4;;1660201;249.56962;;
108570732;  Ýklimlendirme ve Soðutma Teknolojisi;2;TYT;30;1;;1;3;;...;----;;
108570507;  Ýnternet ve Að Teknolojileri;2;TYT;50;2;;2;5;;1811226;241.01443;;
108550255;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;3;;1813416;240.89373;;
108570508;  Saðlýk Bilgi Sistemleri Teknikerliði;2;TYT;30;1;;1;3;;1161930;280.06824;;
;Osmaniye Meslek Yüksekokulu;;;;;;;;;;;;
108550343;  Bilgisayar Programcýlýðý;2;TYT;60;2;;2;6;;1087644;285.06389;;
108550228;  Çevre Koruma ve Kontrol;2;TYT;40;1;;1;4;;1596221;253.27235;;
108570739;  Elektrik Enerjisi Üretim, Ýletim ve Daðýtýmý;2;TYT;50;2;;2;5;;...;----;;
108570500;  Elektronik Haberleþme Teknolojisi;2;TYT;50;2;;2;5;;1728338;245.68079;;
108550052;  Harita ve Kadastro;2;TYT;30;1;;1;3;;1409015;264.41112;;
108570606;  Hibrid ve Elektrikli Taþýtlar Teknolojisi;2;TYT;30;1;;1;3;;1098878;284.30967;;
108550291;  Ýþletme Yönetimi;2;TYT;30;1;;1;3;;1775975;242.99864;;
108570613;  Medya ve Ýletiþim;2;TYT;30;1;;1;3;;1693893;247.63989;;
108550246;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;3;;1605478;252.73473;;
108550397;  Posta Hizmetleri;2;TYT;60;2;;2;6;;1672996;248.83119;;
108570746;  Talaþlý Üretim Teknikerliði;2;TYT;50;2;;2;5;;...;----;;
108550458;  Tekstil Teknolojisi;2;TYT;40;1;;1;4;;1852518;238.71527;;
108570753;  Yapý Ressamlýðý;2;TYT;30;1;;1;3;;...;----;;
;Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
108570521;  Çocuk Geliþimi;2;TYT;30;1;;1;3;;1033681;288.82054;;
108570536;  Eczane Hizmetleri;2;TYT;30;1;;1;3;;714406;314.27253;;
108570524;  Fizyoterapi;2;TYT;40;1;;1;4;;662357;319.22151;;
108570523;  Ýlk ve Acil Yardým;2;TYT;30;1;;1;3;;436686;346.23211;;
108570543;  Laborant ve Veteriner Saðlýk;2;TYT;30;1;;1;3;;893694;299.13830;;
108570525;  Yaþlý Bakýmý;2;TYT;50;2;;2;5;;976252;292.94652;;
;PAMUKKALE ÜNÝVERSÝTESÝ (DENÝZLÝ) (Devlet Üniversitesi);;;;;;;;;;;;YÖKAK
;Acýpayam Meslek Yüksekokulu;;;;;;;;;;;;
108690352;  Ayakkabý Tasarým ve Üretimi;2;TYT;30;1;;1;;;1919310;235.02329;;
108650906;  Büro Yönetimi ve Yönetici Asistanlýðý;2;TYT;30;1;;1;;;1539388;256.59968;;
108651094;  Çaðrý Merkezi Hizmetleri;2;TYT;40;1;;1;;;1636750;250.91660;;
108690093;  Çocuk Geliþimi;2;TYT;30;1;;1;;;1066934;286.49353;;
108650996;  Laborant ve Veteriner Saðlýk;2;TYT;65;2;;2;;;925612;296.72257;;
108650915;  Maliye;2;TYT;40;1;;1;;;1712276;246.59407;;
108690359;  Maliye (KKTC Uyruklu);2;TYT;1;;;;;5;2171636;221.35862;;
108651085;  Özel Güvenlik ve Koruma;2;TYT;40;1;;1;;2;1354217;267.79692;;
108650784;  Süt ve Ürünleri Teknolojisi;2;TYT;20;1;;1;;;1882540;237.05133;;
;Bekilli Meslek Yüksekokulu;;;;;;;;;;;;
108650757;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;1;;;1803218;241.45639;;
108650157;  Dýþ Ticaret;2;TYT;40;1;;1;;;1869834;237.76278;;
108650809;  Halkla Ýliþkiler ve Tanýtým;2;TYT;40;1;;1;;;1888519;236.71959;;
;Bozkurt Meslek Yüksekokulu;;;;;;;;;;;;
108690095;  Sivil Hava Ulaþtýrma Ýþletmeciliði;2;TYT;30;1;;1;;10;853206;302.32677;;
108690158;  Ulaþtýrma ve Trafik Hizmetleri;2;TYT;40;1;;1;;;1784093;242.52908;;
;Buldan Meslek Yüksekokulu;;;;;;;;;;;;
108650793;  Bankacýlýk ve Sigortacýlýk;2;TYT;30;1;;1;;;1780705;242.72285;;
108650687;  Büro Yönetimi ve Yönetici Asistanlýðý;2;TYT;30;1;;1;;;1677047;248.59868;;
108650193;  Dýþ Ticaret;2;TYT;35;1;;1;;;1773071;243.15933;;
108650881;  Mimari Restorasyon;2;TYT;30;1;;1;;;1633921;251.07739;;
108650563;  Moda Tasarýmý;2;TYT;35;1;;1;;;1504615;258.64592;;
108690366;  Moda Tasarýmý (KKTC Uyruklu);2;TYT;2;;;;;5;;;;
108650466;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1748077;244.56065;;
;Çal Meslek Yüksekokulu;;;;;;;;;;;;
108690429;  Dijital Tarým Teknolojileri;2;TYT;30;1;;1;;;...;----;;
108651101;  Gýda Teknolojisi;2;TYT;35;1;;1;;;1593685;253.42450;;
108651119;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1850653;238.81850;;
;Çameli Meslek Yüksekokulu;;;;;;;;;;;;
108690160;  Tapu ve Kadastro;2;TYT;40;1;;1;;;1227596;275.77960;;
;Çardak Organize Sanayi Bölgesi Meslek Yüksekokulu;;;;;;;;;;;;
108690157;  Kontrol ve Otomasyon Teknolojisi;2;TYT;40;1;;1;;;1395450;265.24021;;
108690282;  Mekatronik;2;TYT;40;1;;1;;;1189638;278.24228;;
;Çivril Atasay Kamer Meslek Yüksekokulu;;;;;;;;;;;;
108650615;  Bankacýlýk ve Sigortacýlýk;2;TYT;30;1;;1;;;1706811;246.89999;;
108650739;  Bilgisayar Programcýlýðý;2;TYT;65;2;;2;;;880987;300.13006;;
108650696;  Büro Yönetimi ve Yönetici Asistanlýðý;2;TYT;25;1;;1;;;1730626;245.54517;;
108650227;  Dýþ Ticaret;2;TYT;30;1;;1;;;1815634;240.76872;;
108690194;  Emlak Yönetimi;2;TYT;25;1;;1;;;1826582;240.16335;;
108650933;  Maliye;2;TYT;30;1;;1;;;1788500;242.27979;;
108651049;  Saðlýk Kurumlarý Ýþletmeciliði;2;TYT;30;1;;1;;;1305011;270.84329;;
;Denizli Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
108650112;  Anestezi;2;TYT;50;2;;2;;;335678;363.45965;;
108650606;  Çocuk Geliþimi;2;TYT;40;1;;1;;;716680;314.06030;;
108650396;  Diyaliz;2;TYT;70;2;;2;;;600882;325.51059;;
108650403;  Fizyoterapi;2;TYT;40;1;;1;;;536388;332.83978;;
108650703;  Ýlk ve Acil Yardým;2;TYT;40;1;;1;;;400566;351.85980;;
108650121;  Týbbi Dokümantasyon ve Sekreterlik;2;TYT;30;1;;1;;;508142;336.37364;;
108651013;  Týbbi Görüntüleme Teknikleri;2;TYT;40;1;;1;;;419799;348.81218;;
108650554;  Týbbi Laboratuvar Teknikleri;2;TYT;50;2;;2;;;511702;335.91160;;
108690394;  Yaþlý Bakýmý;2;TYT;30;1;;1;;;877922;300.37049;;
;Denizli Sosyal Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
108650872;  Dýþ Ticaret;2;TYT;40;1;;1;;;989755;291.96356;;
108690257;  Turist Rehberliði;2;TYT;30;1;;1;;;623009;323.17502;;
108650078;  Turizm ve Otel Ýþletmeciliði;2;TYT;25;1;;1;;;1091209;284.82666;;
108650712;  Turizm ve Seyahat Hizmetleri;2;TYT;25;1;;1;;;1235106;275.29620;;
;Denizli Teknik Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
108650572;  Bilgisayar Programcýlýðý;2;TYT;80;2;;2;;;545335;331.78751;;
108651022;  Biyomedikal Cihaz Teknolojisi;2;TYT;30;1;;1;;;849687;302.61784;;
108650024;  Elektrik;2;TYT;70;2;;2;;;874252;300.65521;;
108650527;  Elektronik Teknolojisi;2;TYT;45;2;;2;;;985906;292.24258;;
108650818;  Geleneksel El Sanatlarý;2;TYT;60;2;;2;;;1407582;264.49743;;
108690256;  Giyim Üretim Teknolojisi;2;TYT;40;1;;1;;;1318477;270.01050;;
