;;ÖÐR.;PUAN;GENEL;OK.BÝR.;ÞEHÝT VE;34 YAÞ;DEPREM-;;2024-YKS;2024-YKS;;AKREDÝ-
PROGRAM;PROGRAM ADI (2);SÜRE ;TÜRÜ;KONT. ;KONT. ;GAZÝ YAK.;ÜSTÜ KADIN;ZEDE ADAY;ÖZEL KOÞUL VE ;BAÞARI;EN KÜÇÜK;TYÇ;TASYON
KODU (1);;(3);(4);(5);(6);KONT. (7);KONT. (8);KONT. (9);AÇIKLAMALAR (10);SIRASI (11);PUAN (12);(13);(14)
;ADANA ALPARSLAN TÜRKEÞ BÝLÝM VE TEKNOLOJÝ ÜNÝVERSÝTESÝ (Devlet Üniversitesi);;;;;;;;;;;;YÖKAK
;Fethiye Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
107651379;  Ýlk ve Acil Yardým;2;TYT;45;2;;2;;;417412;349.17663;;
107690223;  Yaþlý Bakýmý;2;TYT;55;2;;2;;;922358;296.96393;;
;Kavaklýdere Þehit Mustafa Alper Meslek Yüksekokulu;;;;;;;;;;;;
107690154;  Acil Durum ve Afet Yönetimi;2;TYT;45;2;;2;;;819608;305.06570;;
107690191;  Avcýlýk ve Yaban Hayatý;2;TYT;35;1;;1;;;1235695;275.25939;;
107690189;  Ýþ Saðlýðý ve Güvenliði;2;TYT;30;1;;1;;;1055577;287.28893;;
107690190;  Ormancýlýk ve Orman Ürünleri;2;TYT;30;1;;1;;;892719;299.21412;;
107690305;  Ormancýlýk ve Orman Ürünleri (KKTC Uyruklu);2;TYT;1;;;;;5;;;;
107690295;  Sivil Savunma ve Ýtfaiyecilik;2;TYT;30;1;;;;9;761948;309.97888;;
;Köyceðiz Meslek Yüksekokulu;;;;;;;;;;;;
107690296;  Bitki Koruma;2;TYT;30;1;;1;;;1195060;277.88894;;
107651201;  Ormancýlýk ve Orman Ürünleri;2;TYT;30;1;;1;;;720244;313.73702;;
107651131;  Özel Güvenlik ve Koruma;2;TYT;40;1;;1;;2;1261028;273.62614;;
107651016;  Týbbi ve Aromatik Bitkiler;2;TYT;40;1;;1;;;1784975;242.48088;;
;Köyceðiz Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
107690297;  Eczane Hizmetleri;2;TYT;30;1;;1;;;648508;320.59284;;
107690149;  Týbbi Laboratuvar Teknikleri;2;TYT;40;1;;1;;;579740;327.82088;;
107690192;  Yaþlý Bakýmý;2;TYT;50;2;;2;;;1021798;289.66400;;
;Marmaris Turizm Meslek Yüksekokulu;;;;;;;;;;;;
107651219;  Aþçýlýk;2;TYT;65;2;;2;;;777083;308.68101;;
107651343;  Ýkram Hizmetleri;2;TYT;50;2;;2;;;1740462;244.98953;;
107651228;  Turist Rehberliði;2;TYT;60;2;;2;;;822011;304.86823;;
107651237;  Turizm Animasyonu;2;TYT;40;1;;1;;;1514738;258.04248;;
107651325;  Turizm ve Otel Ýþletmeciliði;2;TYT;30;1;;1;;;1041310;288.28982;;
;Milas Meslek Yüksekokulu;;;;;;;;;;;;
107651158;  Aþçýlýk;2;TYT;80;2;;2;;;912826;297.68078;;
107651264;  Geleneksel El Sanatlarý;2;TYT;30;1;;1;;;1788897;242.25772;;
107690193;  Giyim Üretim Teknolojisi;2;TYT;30;1;;1;;;1634450;251.04770;;
107650733;  Ýþletme Yönetimi;2;TYT;35;1;;1;;;1376448;266.40468;;
107650627;  Kuyumculuk ve Taký Tasarýmý;2;TYT;40;1;;1;;;1603063;252.87491;;
107650636;  Mimari Restorasyon;2;TYT;40;1;;1;;;1288693;271.86980;;
107650699;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1375069;266.48623;;
107650399;  Pazarlama;2;TYT;30;1;;1;;;1545399;256.24443;;
107650424;  Turizm ve Otel Ýþletmeciliði;2;TYT;30;1;;1;;;1168497;279.62126;;
;Muðla Meslek Yüksekokulu;;;;;;;;;;;;
107651291;  Alternatif Enerji Kaynaklarý Teknolojisi;2;TYT;30;1;;1;;;981152;292.58363;;
107650018;  Aþçýlýk;2;TYT;60;2;;2;;;698244;315.76728;;
107690221;  Basým ve Yayým Teknolojileri;2;TYT;60;2;;2;;;1446531;262.12497;;
107650909;  Bilgisayar Programcýlýðý;2;TYT;60;2;;2;;;509867;336.15143;;
107650045;  Çocuk Geliþimi;2;TYT;30;1;;1;;;798770;306.81715;;
107650054;  Dýþ Ticaret;2;TYT;40;1;;1;;;1015399;290.12871;;
107650063;  Elektrik;2;TYT;45;2;;2;;;859056;301.84554;;
107650796;  Elektronik Teknolojisi;2;TYT;30;1;;1;;;944845;295.28758;;
107690150;  Ýç Mekan Tasarýmý;2;TYT;50;2;;2;;;825527;304.58137;;
107651397;  Kimya Teknolojisi;2;TYT;20;1;;1;;;1057928;287.12122;;
107651361;  Kozmetik Teknolojisi;2;TYT;30;1;;1;;;1400429;264.93444;;
107650654;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1135564;281.83699;;
107650115;  Pazarlama;2;TYT;30;1;;1;;;1285200;272.09068;;
107650954;  Radyo ve Televizyon Teknolojisi;2;TYT;45;2;;2;;;1132825;282.01929;;
107690151;  Sosyal Hizmetler;2;TYT;30;1;;1;;;887177;299.64076;;
107650142;  Turizm ve Otel Ýþletmeciliði;2;TYT;30;1;;1;;;997571;291.39736;;
107650812;  Turizm ve Seyahat Hizmetleri;2;TYT;25;1;;1;;;1287177;271.96525;;
107651282;  Yerel Yönetimler;2;TYT;50;2;;2;;;1385115;265.87812;;
;Muðla Saðlýk Hizmetleri Meslek Yüksekokulu (Marmaris);;;;;;;;;;;;
107651307;  Optisyenlik;2;TYT;40;1;;1;;;678926;317.60479;;
107650196;  Týbbi Dokümantasyon ve Sekreterlik;2;TYT;30;1;;1;;;542240;332.14602;;
107650884;  Týbbi Laboratuvar Teknikleri;2;TYT;40;1;;1;;;557328;330.37789;;
107650893;  Týbbi Tanýtým ve Pazarlama;2;TYT;40;1;;1;;;1171143;279.45139;;
107690198;  Yaþlý Bakýmý;2;TYT;60;2;;2;;;992065;291.79887;;
;Ortaca Meslek Yüksekokulu;;;;;;;;;;;;
107651167;  Aþçýlýk;2;TYT;20;1;;1;;;887369;299.62608;;
107650715;  Bahçe Tarýmý;2;TYT;30;1;;1;;;1739009;245.07259;;
107690219;  Peyzaj ve Süs Bitkileri Yetiþtiriciliði;2;TYT;30;1;;1;;;1775163;243.04271;;
107651176;  Turist Rehberliði;2;TYT;50;2;;2;;22, 24, 34, 53;914248;297.56924;;
107690298;  Turist Rehberliði (Uzaktan Öðretim);2;TYT;70;2;;2;;7;415032;349.54635;;
107650487;  Turizm ve Otel Ýþletmeciliði;2;TYT;30;1;;1;;;1267344;273.21953;;
107650839;  Turizm ve Seyahat Hizmetleri;2;TYT;25;1;;1;;;1512036;258.20652;;
;Ula Ali Koçman Meslek Yüksekokulu;;;;;;;;;;;;
107650512;  Arýcýlýk;2;TYT;25;1;;1;;;1821707;240.42957;;
107651034;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;1;;;1165075;279.84956;;
107690220;  Doðalgaz ve Tesisatý Teknolojisi;2;TYT;30;1;;1;;;1649654;250.17216;;
107650521;  Elektrik;2;TYT;50;2;;2;;;1206264;277.16611;;
107651334;  Gýda Kalite Kontrolü ve Analizi;2;TYT;50;2;;2;;;1442300;262.38257;;
107651185;  Halkla Ýliþkiler ve Tanýtým;2;TYT;60;2;;2;;;1481873;260.00015;;
107650778;  Ýklimlendirme ve Soðutma Teknolojisi;2;TYT;25;1;;1;;;1405246;264.64354;;
107690196;  Ýnþaat Teknolojisi;2;TYT;40;1;;1;;;1330894;269.23839;;
107650706;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1511122;258.26280;;
;Yataðan Meslek Yüksekokulu;;;;;;;;;;;;
107690182;  Büro Yönetimi ve Yönetici Asistanlýðý;2;TYT;35;1;;1;;;1353905;267.81680;;
107650645;  Doðal Yapý Taþlarý Teknolojisi;2;TYT;30;1;;1;;;1840848;239.36294;;
107650575;  Elektrik;2;TYT;50;2;;2;;;1322827;269.73747;;
107690184;  Harita ve Kadastro;2;TYT;30;1;;1;;;1160793;280.14318;;
107650927;  Ýnþaat Teknolojisi;2;TYT;35;1;;1;;;1408259;264.45538;;
107690361;  Mahkeme Büro Hizmetleri;2;TYT;30;1;;1;;;878604;300.31607;;
107690194;  Tapu ve Kadastro;2;TYT;50;2;;2;;;1096730;284.45252;;
;MUNZUR ÜNÝVERSÝTESÝ (TUNCELÝ) (Devlet Üniversitesi);;;;;;;;;;;;
;Çemiþgezek Meslek Yüksekokulu;;;;;;;;;;;;
109550331;  Bankacýlýk ve Sigortacýlýk;2;TYT;20;1;;1;;54;1885991;236.85837;;
109550358;  Çocuk Geliþimi;2;TYT;20;1;;1;;54;1565139;255.09461;;
109590029;  Ýnþaat Teknolojisi;2;TYT;20;1;;1;;54;1999695;230.65910;;
109590013;  Özel Güvenlik ve Koruma;2;TYT;30;1;;1;;2;1696850;247.47282;;
109590030;  Saðlýk Bilgi Sistemleri Teknikerliði;2;TYT;30;1;;1;;54;1677711;248.56128;;
;Pertek Sakine Genç Meslek Yüksekokulu;;;;;;;;;;;;
109550279;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;1;;54;1909458;235.56636;;
109550304;  Harita ve Kadastro;2;TYT;30;1;;1;;54;1920087;234.98025;;
109550473;  Laborant ve Veteriner Saðlýk;2;TYT;50;2;;2;;54;1525464;257.41345;;
109590031;  Optisyenlik;2;TYT;30;1;;1;;54;1225850;275.89449;;
109590042;  Su Altý Teknolojisi;2;TYT;25;1;;1;;54, 57;1954967;233.08281;;
109590018;  Týbbi Dokümantasyon ve Sekreterlik;2;TYT;30;1;;1;;54;835318;303.78042;;
109550288;  Turizm ve Otel Ýþletmeciliði;2;TYT;25;1;;1;;54;1928315;234.53428;;
;Tunceli Meslek Yüksekokulu;;;;;;;;;;;;
109590043;  Aþçýlýk;2;TYT;50;2;;2;;;1453963;261.67700;;
109550058;  Bilgisayar Programcýlýðý;2;TYT;50;2;;2;;;1294400;271.51155;;
109550225;  Büro Yönetimi ve Yönetici Asistanlýðý (Hozat);2;TYT;20;1;;1;;54;1785014;242.47880;;
109550049;  Çocuk Geliþimi;2;TYT;30;1;;1;;;1290997;271.72260;;
109550252;  Çocuk Geliþimi (Ovacýk);2;TYT;30;1;;1;;54;1572916;254.64031;;
109590055;  Evde Hasta Bakýmý;2;TYT;30;1;;1;;;...;----;;
109550085;  Gýda Teknolojisi;2;TYT;30;1;;1;;;1952219;233.23096;;
109550322;  Harita ve Kadastro;2;TYT;30;1;;1;;;1739910;245.02058;;
109590062;  Ýlk ve Acil Yardým ;2;TYT;25;1;;1;;;...;----;;
109550031;  Ýnþaat Teknolojisi;2;TYT;35;1;;1;;;1933707;234.23711;;
109550261;  Ýþletme Yönetimi;2;TYT;25;1;;1;;;1821478;240.44289;;
109550455;  Laboratuvar Teknolojisi;2;TYT;40;1;;1;;;1154824;280.53935;;
109590019;  Makine;2;TYT;40;1;;1;;;1823297;240.34585;;
109550419;  Maliye (Ovacýk);2;TYT;30;1;;1;;54;1992527;231.04563;;
109550101;  Moda Tasarýmý;2;TYT;20;1;;1;;;1812218;240.95900;;
109550067;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1747701;244.58267;;
109550146;  Organik Tarým;2;TYT;20;1;;1;;;1953212;233.17852;;
109550234;  Saç Bakýmý ve Güzellik Hizmetleri;2;TYT;30;1;;1;;;1285388;272.07820;;
109590032;  Sosyal Hizmetler (Hozat);2;TYT;30;1;;1;;54;1806560;241.27638;;
109550446;  Týbbi Dokümantasyon ve Sekreterlik;2;TYT;30;1;;1;;;709433;314.73206;;
109590069;  Yenilenebilir Enerji Teknikerliði;2;TYT;30;1;;1;;;...;----;;
;MUÞ ALPARSLAN ÜNÝVERSÝTESÝ (Devlet Üniversitesi);;;;;;;;;;;;YÖKAK
;Bulanýk Meslek Yüksekokulu;;;;;;;;;;;;
107890030;  Acil Durum ve Afet Yönetimi;2;TYT;50;2;;2;;;1093463;284.67640;;
107890024;  Çocuk Geliþimi;2;TYT;30;1;;1;;;1536695;256.75612;;
107890031;  Laborant ve Veteriner Saðlýk;2;TYT;50;2;;2;;;1523017;257.56365;;
107890025;  Sosyal Hizmetler;2;TYT;30;1;;1;;;1665391;249.26869;;
;Malazgirt Meslek Yüksekokulu;;;;;;;;;;;;
107850352;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;1;;;1908654;235.60897;;
107850361;  Çocuk Geliþimi;2;TYT;30;1;;1;;;1551840;255.86988;;
107890057;  Evde Hasta Bakýmý;2;TYT;60;2;;2;;;757418;310.36820;;
107850388;  Maliye;2;TYT;30;1;;1;;;1954573;233.10403;;
107890045;  Yaþlý Bakýmý;2;TYT;60;2;;2;;;1141725;281.42061;;
;Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
107890083;  Aðýz ve Diþ Saðlýðý;2;TYT;30;1;;1;;;544408;331.89443;;
107850397;  Ameliyathane Hizmetleri;2;TYT;40;1;;1;;;686388;316.88026;;
107850194;  Çocuk Geliþimi;2;TYT;30;1;;1;;;1075783;285.88013;;
107890040;  Engelli Bakýmý ve Rehabilitasyon;2;TYT;50;2;;2;;;1246667;274.54310;;
107890041;  Fizyoterapi;2;TYT;30;1;;1;;;797710;306.91077;;
107890032;  Ýlk ve Acil Yardým;2;TYT;35;1;;1;;;472145;341.16011;;
107890058;  Patoloji Laboratuvar Teknikleri;2;TYT;30;1;;1;;;863493;301.49300;;
107890046;  Týbbi Dokümantasyon ve Sekreterlik;2;TYT;30;1;;1;;;631383;322.31371;;
107890026;  Týbbi Laboratuvar Teknikleri;2;TYT;40;1;;1;;;689726;316.56718;;
107850325;  Yaþlý Bakýmý;2;TYT;60;2;;2;;;943813;295.36558;;
;Sosyal Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
107890059;  Aþçýlýk;2;TYT;40;1;;1;;;1330976;269.23349;;
107850097;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;1;;;1785259;242.46566;;
107850176;  Büro Yönetimi ve Yönetici Asistanlýðý;2;TYT;20;1;;1;;;1387795;265.71404;;
107890033;  Fotoðrafçýlýk ve Kameramanlýk;2;TYT;30;1;;1;;;1949132;233.40050;;
107850201;  Halkla Ýliþkiler ve Tanýtým;2;TYT;20;1;;1;;;1835358;239.66981;;
107850104;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1792521;242.05827;;
107850264;  Saðlýk Kurumlarý Ýþletmeciliði;2;TYT;30;1;;1;;;1610452;252.44569;;
107890034;  Sivil Havacýlýk Kabin Hizmetleri;2;TYT;50;2;;2;;10;1198840;277.64244;;
107850404;  Turizm ve Otel Ýþletmeciliði;2;TYT;25;1;;1;;;1856491;238.49566;;
;Teknik Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
107850307;  Bilgisayar Programcýlýðý;2;TYT;50;2;;2;;;1369782;266.81927;;
107890060;  Biyomedikal Cihaz Teknolojisi;2;TYT;30;1;;1;;;1416887;263.92056;;
107850246;  Elektrik;2;TYT;50;2;;2;;;1596420;253.26015;;
107850255;  Elektronik Teknolojisi;2;TYT;25;1;;1;;;1730694;245.54178;;
107890042;  Gýda Kalite Kontrolü ve Analizi;2;TYT;20;1;;1;;;1939303;233.93280;;
107850034;  Gýda Teknolojisi;2;TYT;25;1;;1;;;1937555;234.02880;;
107890047;  Grafik Tasarýmý;2;TYT;20;1;;1;;;1583486;254.02183;;
107890061;  Ýnsansýz Hava Aracý Teknolojisi ve Operatörlüðü;2;TYT;40;1;;1;;;788634;307.67761;;
107850122;  Ýnþaat Teknolojisi;2;TYT;30;1;;1;;;1891537;236.54859;;
107890043;  Mekatronik;2;TYT;30;1;;1;;;1587439;253.78687;;
107850413;  Mimari Dekoratif Sanatlar;2;TYT;20;1;;1;;;1876954;237.35658;;
107850343;  Raylý Sistemler Ýþletmeciliði;2;TYT;30;1;;1;;6;1502294;258.78161;;
107890035;  Raylý Sistemler Yol Teknolojisi;2;TYT;50;2;;2;;6;1786064;242.42017;;
107850316;  Ulaþtýrma ve Trafik Hizmetleri;2;TYT;25;1;;1;;;1919475;235.01336;;
;Varto Meslek Yüksekokulu;;;;;;;;;;;;
107890048;  Eczane Hizmetleri;2;TYT;35;1;;1;;;926602;296.64532;;
107890062;  Ýlk ve Acil Yardým;2;TYT;35;1;;1;;;628698;322.58874;;
107890027;  Optisyenlik;2;TYT;35;1;;1;;;1239968;274.98347;;
107890036;  Özel Güvenlik ve Koruma;2;TYT;50;2;;2;;2;1719356;246.19701;;
;NECMETTÝN ERBAKAN ÜNÝVERSÝTESÝ (KONYA) (Devlet Üniversitesi);;;;;;;;;;;;
;Ereðli Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
107090389;  Týbbi Görüntüleme Teknikleri;2;TYT;30;1;;1;;;487426;339.09608;;
107090396;  Týbbi Laboratuvar Teknikleri;2;TYT;30;1;;1;;;575935;328.23933;;
;Konya Ereðli Kemal Akman Meslek Yüksekokulu;;;;;;;;;;;;
107090375;  Atçýlýk ve Antrenörlüðü;2;TYT;25;1;;1;;;1625707;251.55430;;
107090218;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;1;;;1507638;258.46855;;
107050015;  Bilgisayar Programcýlýðý;2;TYT;60;2;;2;;;1094247;284.62204;;
107090403;  Ceza Ýnfaz ve Güvenlik Hizmetleri;2;TYT;40;1;;1;;17;842973;303.15723;;
107050024;  Elektrik;2;TYT;50;2;;2;;;1424436;263.45547;;
107050033;  Elektronik Haberleþme Teknolojisi;2;TYT;40;1;;1;;;1727515;245.72933;;
107050051;  Ýnþaat Teknolojisi;2;TYT;35;1;;1;;;1898396;236.16965;;
107050069;  Ýþletme Yönetimi;2;TYT;30;1;;1;;;1756812;244.07533;;
107090410;  Mahkeme Büro Hizmetleri;2;TYT;30;1;;1;;;875593;300.54809;;
107050078;  Makine;2;TYT;45;2;;2;;;1536381;256.77531;;
107050096;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1685339;248.12348;;
;Konya Organize Sanayi Bölgesi Meslek Yüksekokulu;;;;;;;;;;;;
107090466;  Büyük Veri Analistliði;2;TYT;30;1;;1;;320;...;----;;
107090473;  Cnc Programlama ve Operatörlüðü;2;TYT;20;1;;1;;321;555874;330.54960;;
107090480;  Döküm;2;TYT;20;1;;1;;321;1799410;241.66433;;
107090487;  Hidrolik ve Pnömatik Teknikerliði;2;TYT;30;1;;1;;;...;----;;
107090494;  Kaynak Teknolojisi;2;TYT;20;1;;1;;321;1479438;260.13965;;
107090501;  Kontrol ve Otomasyon Teknolojisi;2;TYT;20;1;;1;;321;935801;295.96270;;
107090508;  Yapay Zeka Operatörlüðü;2;TYT;30;1;;1;;320;...;----;;
;Meram Meslek Yüksekokulu;;;;;;;;;;;;
107090279;  Aþçýlýk;2;TYT;40;1;;1;;;690925;316.45553;;
107090205;  Grafik Tasarýmý;2;TYT;40;1;;1;;;682480;317.25652;;
107090319;  Özel Güvenlik ve Koruma;2;TYT;30;1;;1;;2;1014159;290.21800;;
107050272;  Sivil Savunma ve Ýtfaiyecilik;2;TYT;50;2;;;;9;719759;313.78272;;
107090076;  Týbbi ve Aromatik Bitkiler;2;TYT;30;1;;1;;;1086447;285.14981;;
107050281;  Un ve Unlu Mamuller Teknolojisi;2;TYT;40;1;;1;;;1723384;245.96201;;
;Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
107050263;  Aðýz ve Diþ Saðlýðý;2;TYT;60;2;;2;;;460571;342.76241;;
107090080;  Ýlk ve Acil Yardým;2;TYT;35;1;;1;;;406571;350.88424;;
;Seydiþehir Meslek Yüksekokulu;;;;;;;;;;;;
107050112;  Bilgisayar Programcýlýðý;2;TYT;60;2;;2;;;1167034;279.72143;;
107050121;  Elektrik;2;TYT;50;2;;2;;;1588630;253.71753;;
107050139;  Grafik Tasarýmý;2;TYT;45;2;;2;;;1418675;263.80431;;
107050148;  Ýþletme Yönetimi;2;TYT;30;1;;1;;;1870019;237.75253;;
107050157;  Makine;2;TYT;40;1;;1;;;1510893;258.27623;;
107050166;  Mekatronik;2;TYT;50;2;;2;;;1598595;253.13134;;
107090515;  Yenilenebilir Enerji Teknikerliði;2;TYT;30;1;;1;;;...;----;;
;Seydiþehir Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
107090522;  Dijital Saðlýk Sistemleri Teknikerliði;2;TYT;30;1;;1;;;...;----;;
107090281;  Fizyoterapi;2;TYT;40;1;;1;;;646744;320.76909;;
107090529;  Tele-Saðlýk Teknikerliði;2;TYT;30;1;;1;;;...;----;;
;NEVÞEHÝR HACI BEKTAÞ VELÝ ÜNÝVERSÝTESÝ (Devlet Üniversitesi);;;;;;;;;;;;
;Acýgöl Teknik Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
108090083;  Laboratuvar Teknolojisi;2;TYT;30;1;;1;;;993986;291.65898;;
;Avanos Güzel Sanatlar Meslek Yüksekokulu;;;;;;;;;;;;
108090098;  Mimari Dekoratif Sanatlar;2;TYT;40;1;;1;;;1772541;243.18831;;
108090099;  Mimari Restorasyon;2;TYT;40;1;;1;;;1512681;258.16623;;
108090100;  Organik Tarým;2;TYT;30;1;;1;;;1868490;237.83608;;
108090101;  Týbbi ve Aromatik Bitkiler;2;TYT;25;1;;1;;;1886488;236.83084;;
;Derinkuyu Emineana ve Yaþar Ertaþ Tarým ve Hayvancýlýk Meslek Yüksekokulu;;;;;;;;;;;;
108090102;  Laborant ve Veteriner Saðlýk;2;TYT;50;2;;2;;;1148183;280.98251;;
;Gülþehir Sosyal Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
108090103;  Bankacýlýk ve Sigortacýlýk;2;TYT;25;1;;1;;;1479516;260.13441;;
108090105;  Çaðrý Merkezi Hizmetleri;2;TYT;65;2;;2;;;1474533;260.43244;;
108090106;  Dýþ Ticaret;2;TYT;45;2;;2;;;1631481;251.21932;;
108090107;  Ýnsan Kaynaklarý Yönetimi;2;TYT;30;1;;1;;;1621790;251.78250;;
108090108;  Lojistik;2;TYT;45;2;;2;;;1663761;249.36286;;
108090109;  Özel Güvenlik ve Koruma;2;TYT;60;2;;2;;2;1434325;262.85586;;
108090111;  Yerel Yönetimler;2;TYT;45;2;;2;;;1874281;237.50644;;
;Hacýbektaþ Teknik Bilimler Meslek Yüksekokulu;;;;;;;;;;;;
108050154;  Bilgisayar Programcýlýðý;2;TYT;50;2;;2;;;1038782;288.46299;;
108050418;  Elektrik Enerjisi Üretim, Ýletim ve Daðýtýmý;2;TYT;45;2;;2;;;1526604;257.35051;;
108050199;  Grafik Tasarýmý;2;TYT;60;2;;2;;;1393038;265.38951;;
108090168;  Ýmalat Yürütme Sistemleri Operatörlüðü;2;TYT;40;1;;1;;320;...;----;;
108090126;  Ýnsansýz Hava Aracý Teknolojisi ve Operatörlüðü;2;TYT;40;1;;1;;;553984;330.77250;;
;Kozaklý Meslek Yüksekokulu;;;;;;;;;;;;
108090175;  Dijital Saðlýk Sistemleri Teknikerliði;2;TYT;30;1;;1;;;...;----;;
108050542;  Fizyoterapi;2;TYT;40;1;;1;;;717219;314.01454;;
108050551;  Ýþ ve Uðraþý Terapisi;2;TYT;70;2;;2;;;1105729;283.85284;;
108090076;  Saðlýk Turizmi Ýþletmeciliði;2;TYT;30;1;;1;;;1638891;250.79089;;
;Meslek Yüksekokulu;;;;;;;;;;;;
108050472;  Alternatif Enerji Kaynaklarý Teknolojisi;2;TYT;45;2;;2;;;1637621;250.86649;;
108050145;  Bilgisayar Programcýlýðý;2;TYT;60;2;;2;;;850666;302.53835;;
108050481;  Biyomedikal Cihaz Teknolojisi;2;TYT;30;1;;1;;;1136223;281.79220;;
108050339;  Büro Yönetimi ve Yönetici Asistanlýðý;2;TYT;35;1;;1;;;1281256;272.33286;;
108050348;  Grafik Tasarýmý;2;TYT;60;2;;2;;;1151159;280.78450;;
108090075;  Halkla Ýliþkiler ve Tanýtým;2;TYT;50;2;;2;;;1543165;256.37615;;
108090085;  Kontrol ve Otomasyon Teknolojisi;2;TYT;30;1;;1;;;1409242;264.39685;;
108050118;  Muhasebe ve Vergi Uygulamalarý;2;TYT;30;1;;1;;;1360625;267.39814;;
;Saðlýk Hizmetleri Meslek Yüksekokulu;;;;;;;;;;;;
108050515;  Çocuk Geliþimi;2;TYT;35;1;;1;;;894708;299.06197;;
108050454;  Saðlýk Kurumlarý Ýþletmeciliði;2;TYT;30;1;;1;;;1237970;275.11365;;
108050375;  Týbbi Dokümantasyon ve Sekreterlik;2;TYT;30;1;;1;;;573615;328.49901;;
108050506;  Týbbi Dokümantasyon ve Sekreterlik (Uzaktan Öðretim);2;TYT;100;3;;3;;7;965701;293.72922;;
108050463;  Týbbi Tanýtým ve Pazarlama;2;TYT;40;1;;1;;;1458155;261.42273;;
108050357;  Yaþlý Bakýmý;2;TYT;55;2;;2;;;964637;293.81022;;
;Ürgüp Sebahat ve Erol Toksöz Turizm Meslek Yüksekokulu;;;;;;;;;;;;
108090112;  Aþçýlýk;2;TYT;65;2;;2;;;966606;293.66203;;
108090114;  Kültürel Miras ve Turizm;2;TYT;30;1;;1;;;1747230;244.60804;;
108090115;  Turist Rehberliði;2;TYT;80;2;;2;;;838147;303.55309;;
108090117;  Turizm ve Otel Ýþletmeciliði;2;TYT;25;1;;1;;;1298447;271.25759;;
108090118;  Turizm ve Seyahat Hizmetleri;2;TYT;25;1;;1;;;1538026;256.68356;;
;NÝÐDE ÖMER HALÝSDEMÝR ÜNÝVERSÝTESÝ (Devlet Üniversitesi);;;;;;;;;;;;YÖKAK
;Bor Halil-Zöhre Ataman Meslek Yüksekokulu;;;;;;;;;;;;
108190422;  Çevresel Ölçüm ve Ýzleme Sistemleri Teknikerliði;2;TYT;30;1;;1;;;...;----;;
108190184;  Deri Teknolojisi;2;TYT;15;1;;1;;;1876439;237.38554;;
108190191;  Geleneksel El Sanatlarý;2;TYT;15;1;;1;;;1923856;234.77581;;
108150762;  Giyim Üretim Teknolojisi;2;TYT;20;1;;1;;;1988772;231.24598;;
108190132;  Grafik Tasarýmý;2;TYT;50;2;;2;;;1475477;260.37511;;
108150789;  Moda Tasarýmý;2;TYT;25;1;;1;;;1712218;246.59702;;
108190429;  Su ve Atýk Yönetimi Teknikerliði;2;TYT;30;1;;1;;;...;----;;
;Bor Meslek Yüksekokulu;;;;;;;;;;;;
108190436;  Akýllý Sera Teknolojileri;2;TYT;30;1;;1;;;...;----;;
108190254;  Alternatif Enerji Kaynaklarý Teknolojisi;2;TYT;40;1;;1;;;1808174;241.18358;;
108150505;  Bilgisayar Programcýlýðý;2;TYT;60;2;;2;;;1038763;288.46436;;
108150383;  Elektrik;2;TYT;45;2;;2;;;1377148;266.36248;;
108150717;  Elektronik Teknolojisi;2;TYT;40;1;;1;;;1552779;255.81531;;
108150938;  Gýda Kalite Kontrolü ve Analizi;2;TYT;35;1;;1;;;1710478;246.69588;;
108150417;  Harita ve Kadastro;2;TYT;30;1;;1;;;1475543;260.37186;;
108190443;  Hidrojen ve Enerji Depolama Teknikerliði;2;TYT;30;1;;1;;;...;----;;
108150805;  Laborant ve Veteriner Saðlýk;2;TYT;65;2;;2;;;1134114;281.93221;;
108150444;  Makine;2;TYT;40;1;;1;;;1512521;258.17582;;
108190198;  Mobilya ve Dekorasyon;2;TYT;20;1;;1;;;1829756;239.98189;;
108190125;  Raylý Sistemler Elektrik ve Elektronik;2;TYT;45;2;;2;;6;1062734;286.78675;;
